"","Value1","Value2","Set"
"279",26.1015721568254,31.6227766016838,225
"280",46.4158883361278,56.2341325190349,225
"281",10,56.2341325190349,224
"282",10,38.3118684955729,224
"283",12.1152765862859,17.7827941003892,224
"284",12.1152765862859,21.5443469003188,224
"285",14.6779926762207,21.5443469003188,224
"286",14.6779926762207,31.6227766016838,224
"287",17.7827941003892,46.4158883361278,224
"288",26.1015721568254,31.6227766016838,224
"289",26.1015721568254,56.2341325190349,224
"290",38.3118684955729,46.4158883361278,224
"291",10,56.2341325190349,223
"292",10,38.3118684955729,223
"293",12.1152765862859,17.7827941003892,223
"294",12.1152765862859,21.5443469003188,223
"295",14.6779926762207,17.7827941003892,223
"296",14.6779926762207,38.3118684955729,223
"297",21.5443469003188,46.4158883361278,223
"298",26.1015721568254,31.6227766016838,223
"299",26.1015721568254,56.2341325190349,223
"300",31.6227766016838,46.4158883361278,223
"301",10,56.2341325190349,222
"302",10,38.3118684955729,222
"303",12.1152765862859,14.6779926762207,222
"304",12.1152765862859,31.6227766016838,222
"305",14.6779926762207,31.6227766016838,222
"306",17.7827941003892,21.5443469003188,222
"307",17.7827941003892,26.1015721568254,222
"308",21.5443469003188,46.4158883361278,222
"309",26.1015721568254,46.4158883361278,222
"310",38.3118684955729,56.2341325190349,222
"311",10,56.2341325190349,221
"312",10,38.3118684955729,221
"313",12.1152765862859,14.6779926762207,221
"314",12.1152765862859,31.6227766016838,221
"315",14.6779926762207,26.1015721568254,221
"316",17.7827941003892,26.1015721568254,221
"317",17.7827941003892,38.3118684955729,221
"318",21.5443469003188,31.6227766016838,221
"319",21.5443469003188,46.4158883361278,221
"320",46.4158883361278,56.2341325190349,221
"321",10,56.2341325190349,220
"322",10,38.3118684955729,220
"323",12.1152765862859,14.6779926762207,220
"324",12.1152765862859,31.6227766016838,220
"325",14.6779926762207,21.5443469003188,220
"326",17.7827941003892,26.1015721568254,220
"327",17.7827941003892,31.6227766016838,220
"328",21.5443469003188,46.4158883361278,220
"329",26.1015721568254,56.2341325190349,220
"330",38.3118684955729,46.4158883361278,220
"331",10,56.2341325190349,219
"332",10,38.3118684955729,219
"333",12.1152765862859,14.6779926762207,219
"334",12.1152765862859,31.6227766016838,219
"335",14.6779926762207,21.5443469003188,219
"336",17.7827941003892,21.5443469003188,219
"337",17.7827941003892,38.3118684955729,219
"338",26.1015721568254,46.4158883361278,219
"339",26.1015721568254,56.2341325190349,219
"340",31.6227766016838,46.4158883361278,219
"341",10,56.2341325190349,218
"342",10,38.3118684955729,218
"343",12.1152765862859,14.6779926762207,218
"344",12.1152765862859,31.6227766016838,218
"345",14.6779926762207,17.7827941003892,218
"346",17.7827941003892,26.1015721568254,218
"347",21.5443469003188,38.3118684955729,218
"348",21.5443469003188,46.4158883361278,218
"349",26.1015721568254,56.2341325190349,218
"350",31.6227766016838,46.4158883361278,218
"351",10,56.2341325190349,217
"352",10,38.3118684955729,217
"353",12.1152765862859,14.6779926762207,217
"354",12.1152765862859,26.1015721568254,217
"355",14.6779926762207,38.3118684955729,217
"356",17.7827941003892,26.1015721568254,217
"357",17.7827941003892,31.6227766016838,217
"358",21.5443469003188,31.6227766016838,217
"359",21.5443469003188,46.4158883361278,217
"360",46.4158883361278,56.2341325190349,217
"361",10,56.2341325190349,216
"362",10,38.3118684955729,216
"363",12.1152765862859,14.6779926762207,216
"364",12.1152765862859,26.1015721568254,216
"365",14.6779926762207,38.3118684955729,216
"366",17.7827941003892,21.5443469003188,216
"367",17.7827941003892,26.1015721568254,216
"368",21.5443469003188,46.4158883361278,216
"369",31.6227766016838,46.4158883361278,216
"370",31.6227766016838,56.2341325190349,216
"371",10,56.2341325190349,215
"372",10,38.3118684955729,215
"373",12.1152765862859,14.6779926762207,215
"374",12.1152765862859,26.1015721568254,215
"375",14.6779926762207,31.6227766016838,215
"376",17.7827941003892,26.1015721568254,215
"377",17.7827941003892,46.4158883361278,215
"378",21.5443469003188,31.6227766016838,215
"379",21.5443469003188,38.3118684955729,215
"380",46.4158883361278,56.2341325190349,215
"381",10,56.2341325190349,214
"382",10,38.3118684955729,214
"383",12.1152765862859,14.6779926762207,214
"384",12.1152765862859,26.1015721568254,214
"385",14.6779926762207,31.6227766016838,214
"386",17.7827941003892,21.5443469003188,214
"387",17.7827941003892,46.4158883361278,214
"388",21.5443469003188,31.6227766016838,214
"389",26.1015721568254,46.4158883361278,214
"390",38.3118684955729,56.2341325190349,214
"391",10,56.2341325190349,213
"392",10,38.3118684955729,213
"393",12.1152765862859,14.6779926762207,213
"394",12.1152765862859,26.1015721568254,213
"395",14.6779926762207,21.5443469003188,213
"396",17.7827941003892,38.3118684955729,213
"397",17.7827941003892,46.4158883361278,213
"398",21.5443469003188,26.1015721568254,213
"399",31.6227766016838,46.4158883361278,213
"400",31.6227766016838,56.2341325190349,213
"401",10,56.2341325190349,212
"402",10,38.3118684955729,212
"403",12.1152765862859,14.6779926762207,212
"404",12.1152765862859,26.1015721568254,212
"405",14.6779926762207,21.5443469003188,212
"406",17.7827941003892,31.6227766016838,212
"407",17.7827941003892,46.4158883361278,212
"408",21.5443469003188,46.4158883361278,212
"409",26.1015721568254,31.6227766016838,212
"410",38.3118684955729,56.2341325190349,212
"411",10,56.2341325190349,211
"412",10,38.3118684955729,211
"413",12.1152765862859,14.6779926762207,211
"414",12.1152765862859,26.1015721568254,211
"415",14.6779926762207,21.5443469003188,211
"416",17.7827941003892,31.6227766016838,211
"417",17.7827941003892,46.4158883361278,211
"418",21.5443469003188,31.6227766016838,211
"419",26.1015721568254,56.2341325190349,211
"420",38.3118684955729,46.4158883361278,211
"421",10,56.2341325190349,210
"422",10,38.3118684955729,210
"423",12.1152765862859,14.6779926762207,210
"424",12.1152765862859,26.1015721568254,210
"425",14.6779926762207,21.5443469003188,210
"426",17.7827941003892,26.1015721568254,210
"427",17.7827941003892,46.4158883361278,210
"428",21.5443469003188,46.4158883361278,210
"429",31.6227766016838,38.3118684955729,210
"430",31.6227766016838,56.2341325190349,210
"431",10,56.2341325190349,209
"432",10,38.3118684955729,209
"433",12.1152765862859,14.6779926762207,209
"434",12.1152765862859,26.1015721568254,209
"435",14.6779926762207,17.7827941003892,209
"436",17.7827941003892,46.4158883361278,209
"437",21.5443469003188,31.6227766016838,209
"438",21.5443469003188,46.4158883361278,209
"439",26.1015721568254,38.3118684955729,209
"440",31.6227766016838,56.2341325190349,209
"441",10,56.2341325190349,208
"442",10,38.3118684955729,208
"443",12.1152765862859,14.6779926762207,208
"444",12.1152765862859,26.1015721568254,208
"445",14.6779926762207,17.7827941003892,208
"446",17.7827941003892,46.4158883361278,208
"447",21.5443469003188,31.6227766016838,208
"448",21.5443469003188,38.3118684955729,208
"449",26.1015721568254,56.2341325190349,208
"450",31.6227766016838,46.4158883361278,208
"451",10,56.2341325190349,207
"452",10,38.3118684955729,207
"453",12.1152765862859,14.6779926762207,207
"454",12.1152765862859,26.1015721568254,207
"455",14.6779926762207,17.7827941003892,207
"456",17.7827941003892,38.3118684955729,207
"457",21.5443469003188,31.6227766016838,207
"458",21.5443469003188,56.2341325190349,207
"459",26.1015721568254,46.4158883361278,207
"460",31.6227766016838,46.4158883361278,207
"461",10,56.2341325190349,206
"462",10,38.3118684955729,206
"463",12.1152765862859,14.6779926762207,206
"464",12.1152765862859,26.1015721568254,206
"465",14.6779926762207,17.7827941003892,206
"466",17.7827941003892,31.6227766016838,206
"467",21.5443469003188,46.4158883361278,206
"468",21.5443469003188,56.2341325190349,206
"469",26.1015721568254,38.3118684955729,206
"470",31.6227766016838,46.4158883361278,206
"471",10,56.2341325190349,205
"472",10,38.3118684955729,205
"473",12.1152765862859,14.6779926762207,205
"474",12.1152765862859,21.5443469003188,205
"475",14.6779926762207,31.6227766016838,205
"476",17.7827941003892,26.1015721568254,205
"477",17.7827941003892,46.4158883361278,205
"478",21.5443469003188,46.4158883361278,205
"479",26.1015721568254,31.6227766016838,205
"480",38.3118684955729,56.2341325190349,205
"481",10,56.2341325190349,204
"482",10,38.3118684955729,204
"483",12.1152765862859,14.6779926762207,204
"484",12.1152765862859,21.5443469003188,204
"485",14.6779926762207,31.6227766016838,204
"486",17.7827941003892,26.1015721568254,204
"487",17.7827941003892,46.4158883361278,204
"488",21.5443469003188,31.6227766016838,204
"489",26.1015721568254,56.2341325190349,204
"490",38.3118684955729,46.4158883361278,204
"491",10,56.2341325190349,203
"492",10,38.3118684955729,203
"493",12.1152765862859,14.6779926762207,203
"494",12.1152765862859,21.5443469003188,203
"495",14.6779926762207,31.6227766016838,203
"496",17.7827941003892,21.5443469003188,203
"497",17.7827941003892,46.4158883361278,203
"498",26.1015721568254,38.3118684955729,203
"499",26.1015721568254,56.2341325190349,203
"500",31.6227766016838,46.4158883361278,203
"501",10,56.2341325190349,202
"502",10,38.3118684955729,202
"503",12.1152765862859,14.6779926762207,202
"504",12.1152765862859,21.5443469003188,202
"505",14.6779926762207,21.5443469003188,202
"506",17.7827941003892,38.3118684955729,202
"507",17.7827941003892,46.4158883361278,202
"508",26.1015721568254,31.6227766016838,202
"509",26.1015721568254,56.2341325190349,202
"510",31.6227766016838,46.4158883361278,202
"511",10,56.2341325190349,201
"512",10,38.3118684955729,201
"513",12.1152765862859,14.6779926762207,201
"514",12.1152765862859,17.7827941003892,201
"515",14.6779926762207,38.3118684955729,201
"516",17.7827941003892,31.6227766016838,201
"517",21.5443469003188,26.1015721568254,201
"518",21.5443469003188,46.4158883361278,201
"519",26.1015721568254,56.2341325190349,201
"520",31.6227766016838,46.4158883361278,201
"521",10,56.2341325190349,200
"522",10,38.3118684955729,200
"523",12.1152765862859,14.6779926762207,200
"524",12.1152765862859,17.7827941003892,200
"525",14.6779926762207,31.6227766016838,200
"526",17.7827941003892,46.4158883361278,200
"527",21.5443469003188,26.1015721568254,200
"528",21.5443469003188,46.4158883361278,200
"529",26.1015721568254,38.3118684955729,200
"530",31.6227766016838,56.2341325190349,200
"531",10,56.2341325190349,199
"532",10,38.3118684955729,199
"533",12.1152765862859,14.6779926762207,199
"534",12.1152765862859,17.7827941003892,199
"535",14.6779926762207,31.6227766016838,199
"536",17.7827941003892,46.4158883361278,199
"537",21.5443469003188,26.1015721568254,199
"538",21.5443469003188,38.3118684955729,199
"539",26.1015721568254,56.2341325190349,199
"540",31.6227766016838,46.4158883361278,199
"541",10,56.2341325190349,198
"542",10,38.3118684955729,198
"543",12.1152765862859,14.6779926762207,198
"544",12.1152765862859,17.7827941003892,198
"545",14.6779926762207,31.6227766016838,198
"546",17.7827941003892,38.3118684955729,198
"547",21.5443469003188,26.1015721568254,198
"548",21.5443469003188,56.2341325190349,198
"549",26.1015721568254,46.4158883361278,198
"550",31.6227766016838,46.4158883361278,198
"551",10,56.2341325190349,197
"552",10,38.3118684955729,197
"553",12.1152765862859,14.6779926762207,197
"554",12.1152765862859,17.7827941003892,197
"555",14.6779926762207,31.6227766016838,197
"556",17.7827941003892,26.1015721568254,197
"557",21.5443469003188,46.4158883361278,197
"558",21.5443469003188,56.2341325190349,197
"559",26.1015721568254,46.4158883361278,197
"560",31.6227766016838,38.3118684955729,197
"561",10,56.2341325190349,196
"562",10,38.3118684955729,196
"563",12.1152765862859,14.6779926762207,196
"564",12.1152765862859,17.7827941003892,196
"565",14.6779926762207,26.1015721568254,196
"566",17.7827941003892,46.4158883361278,196
"567",21.5443469003188,31.6227766016838,196
"568",21.5443469003188,46.4158883361278,196
"569",26.1015721568254,56.2341325190349,196
"570",31.6227766016838,38.3118684955729,196
"571",10,56.2341325190349,195
"572",10,38.3118684955729,195
"573",12.1152765862859,14.6779926762207,195
"574",12.1152765862859,17.7827941003892,195
"575",14.6779926762207,26.1015721568254,195
"576",17.7827941003892,38.3118684955729,195
"577",21.5443469003188,46.4158883361278,195
"578",21.5443469003188,56.2341325190349,195
"579",26.1015721568254,31.6227766016838,195
"580",31.6227766016838,46.4158883361278,195
"581",10,56.2341325190349,194
"582",10,26.1015721568254,194
"583",12.1152765862859,26.1015721568254,194
"584",12.1152765862859,46.4158883361278,194
"585",14.6779926762207,21.5443469003188,194
"586",14.6779926762207,31.6227766016838,194
"587",17.7827941003892,21.5443469003188,194
"588",17.7827941003892,31.6227766016838,194
"589",38.3118684955729,46.4158883361278,194
"590",38.3118684955729,56.2341325190349,194
"591",10,56.2341325190349,193
"592",10,26.1015721568254,193
"593",12.1152765862859,26.1015721568254,193
"594",12.1152765862859,46.4158883361278,193
"595",14.6779926762207,17.7827941003892,193
"596",14.6779926762207,31.6227766016838,193
"597",17.7827941003892,21.5443469003188,193
"598",21.5443469003188,38.3118684955729,193
"599",31.6227766016838,46.4158883361278,193
"600",38.3118684955729,56.2341325190349,193
"601",10,56.2341325190349,192
"602",10,26.1015721568254,192
"603",12.1152765862859,26.1015721568254,192
"604",12.1152765862859,46.4158883361278,192
"605",14.6779926762207,17.7827941003892,192
"606",14.6779926762207,21.5443469003188,192
"607",17.7827941003892,38.3118684955729,192
"608",21.5443469003188,31.6227766016838,192
"609",31.6227766016838,56.2341325190349,192
"610",38.3118684955729,46.4158883361278,192
"611",10,56.2341325190349,191
"612",10,26.1015721568254,191
"613",12.1152765862859,26.1015721568254,191
"614",12.1152765862859,46.4158883361278,191
"615",14.6779926762207,17.7827941003892,191
"616",14.6779926762207,21.5443469003188,191
"617",17.7827941003892,31.6227766016838,191
"618",21.5443469003188,46.4158883361278,191
"619",31.6227766016838,38.3118684955729,191
"620",38.3118684955729,56.2341325190349,191
"621",10,56.2341325190349,190
"622",10,26.1015721568254,190
"623",12.1152765862859,21.5443469003188,190
"624",12.1152765862859,46.4158883361278,190
"625",14.6779926762207,21.5443469003188,190
"626",14.6779926762207,31.6227766016838,190
"627",17.7827941003892,26.1015721568254,190
"628",17.7827941003892,38.3118684955729,190
"629",31.6227766016838,38.3118684955729,190
"630",46.4158883361278,56.2341325190349,190
"631",10,56.2341325190349,189
"632",10,26.1015721568254,189
"633",12.1152765862859,21.5443469003188,189
"634",12.1152765862859,46.4158883361278,189
"635",14.6779926762207,17.7827941003892,189
"636",14.6779926762207,31.6227766016838,189
"637",17.7827941003892,38.3118684955729,189
"638",21.5443469003188,31.6227766016838,189
"639",26.1015721568254,38.3118684955729,189
"640",46.4158883361278,56.2341325190349,189
"641",10,56.2341325190349,188
"642",10,26.1015721568254,188
"643",12.1152765862859,21.5443469003188,188
"644",12.1152765862859,46.4158883361278,188
"645",14.6779926762207,17.7827941003892,188
"646",14.6779926762207,31.6227766016838,188
"647",17.7827941003892,38.3118684955729,188
"648",21.5443469003188,26.1015721568254,188
"649",31.6227766016838,46.4158883361278,188
"650",38.3118684955729,56.2341325190349,188
"651",10,56.2341325190349,187
"652",10,26.1015721568254,187
"653",12.1152765862859,21.5443469003188,187
"654",12.1152765862859,46.4158883361278,187
"655",14.6779926762207,17.7827941003892,187
"656",14.6779926762207,31.6227766016838,187
"657",17.7827941003892,26.1015721568254,187
"658",21.5443469003188,46.4158883361278,187
"659",31.6227766016838,38.3118684955729,187
"660",38.3118684955729,56.2341325190349,187
"661",10,56.2341325190349,186
"662",10,26.1015721568254,186
"663",12.1152765862859,21.5443469003188,186
"664",12.1152765862859,46.4158883361278,186
"665",14.6779926762207,17.7827941003892,186
"666",14.6779926762207,21.5443469003188,186
"667",17.7827941003892,38.3118684955729,186
"668",26.1015721568254,56.2341325190349,186
"669",31.6227766016838,38.3118684955729,186
"670",31.6227766016838,46.4158883361278,186
"671",10,56.2341325190349,185
"672",10,26.1015721568254,185
"673",12.1152765862859,21.5443469003188,185
"674",12.1152765862859,26.1015721568254,185
"675",14.6779926762207,17.7827941003892,185
"676",14.6779926762207,56.2341325190349,185
"677",17.7827941003892,38.3118684955729,185
"678",21.5443469003188,31.6227766016838,185
"679",31.6227766016838,46.4158883361278,185
"680",38.3118684955729,46.4158883361278,185
"681",10,56.2341325190349,184
"682",10,26.1015721568254,184
"683",12.1152765862859,17.7827941003892,184
"684",12.1152765862859,46.4158883361278,184
"685",14.6779926762207,26.1015721568254,184
"686",14.6779926762207,31.6227766016838,184
"687",17.7827941003892,21.5443469003188,184
"688",21.5443469003188,46.4158883361278,184
"689",31.6227766016838,38.3118684955729,184
"690",38.3118684955729,56.2341325190349,184
"691",10,56.2341325190349,183
"692",10,26.1015721568254,183
"693",12.1152765862859,17.7827941003892,183
"694",12.1152765862859,46.4158883361278,183
"695",14.6779926762207,21.5443469003188,183
"696",14.6779926762207,31.6227766016838,183
"697",17.7827941003892,38.3118684955729,183
"698",21.5443469003188,38.3118684955729,183
"699",26.1015721568254,31.6227766016838,183
"700",46.4158883361278,56.2341325190349,183
"701",10,56.2341325190349,182
"702",10,26.1015721568254,182
"703",12.1152765862859,17.7827941003892,182
"704",12.1152765862859,46.4158883361278,182
"705",14.6779926762207,21.5443469003188,182
