"","Value1","Value2","Set"
"706",14.6779926762207,31.6227766016838,182
"707",17.7827941003892,38.3118684955729,182
"708",21.5443469003188,26.1015721568254,182
"709",31.6227766016838,56.2341325190349,182
"710",38.3118684955729,46.4158883361278,182
"711",10,56.2341325190349,181
"712",10,26.1015721568254,181
"713",12.1152765862859,17.7827941003892,181
"714",12.1152765862859,46.4158883361278,181
"715",14.6779926762207,17.7827941003892,181
"716",14.6779926762207,31.6227766016838,181
"717",21.5443469003188,38.3118684955729,181
"718",21.5443469003188,46.4158883361278,181
"719",26.1015721568254,31.6227766016838,181
"720",38.3118684955729,56.2341325190349,181
"721",10,56.2341325190349,180
"722",10,26.1015721568254,180
"723",12.1152765862859,17.7827941003892,180
"724",12.1152765862859,46.4158883361278,180
"725",14.6779926762207,17.7827941003892,180
"726",14.6779926762207,31.6227766016838,180
"727",21.5443469003188,31.6227766016838,180
"728",21.5443469003188,38.3118684955729,180
"729",26.1015721568254,56.2341325190349,180
"730",38.3118684955729,46.4158883361278,180
"731",10,56.2341325190349,179
"732",10,26.1015721568254,179
"733",12.1152765862859,17.7827941003892,179
"734",12.1152765862859,26.1015721568254,179
"735",14.6779926762207,31.6227766016838,179
"736",14.6779926762207,56.2341325190349,179
"737",17.7827941003892,21.5443469003188,179
"738",21.5443469003188,38.3118684955729,179
"739",31.6227766016838,46.4158883361278,179
"740",38.3118684955729,46.4158883361278,179
"741",10,56.2341325190349,178
"742",10,26.1015721568254,178
"743",12.1152765862859,17.7827941003892,178
"744",12.1152765862859,26.1015721568254,178
"745",14.6779926762207,21.5443469003188,178
"746",14.6779926762207,56.2341325190349,178
"747",17.7827941003892,31.6227766016838,178
"748",21.5443469003188,46.4158883361278,178
"749",31.6227766016838,38.3118684955729,178
"750",38.3118684955729,46.4158883361278,178
"751",10,56.2341325190349,177
"752",10,26.1015721568254,177
"753",12.1152765862859,17.7827941003892,177
"754",12.1152765862859,26.1015721568254,177
"755",14.6779926762207,17.7827941003892,177
"756",14.6779926762207,56.2341325190349,177
"757",21.5443469003188,38.3118684955729,177
"758",21.5443469003188,46.4158883361278,177
"759",31.6227766016838,38.3118684955729,177
"760",31.6227766016838,46.4158883361278,177
"761",10,56.2341325190349,176
"762",10,26.1015721568254,176
"763",12.1152765862859,17.7827941003892,176
"764",12.1152765862859,21.5443469003188,176
"765",14.6779926762207,31.6227766016838,176
"766",14.6779926762207,56.2341325190349,176
"767",17.7827941003892,38.3118684955729,176
"768",21.5443469003188,26.1015721568254,176
"769",31.6227766016838,46.4158883361278,176
"770",38.3118684955729,46.4158883361278,176
"771",10,56.2341325190349,175
"772",10,26.1015721568254,175
"773",12.1152765862859,17.7827941003892,175
"774",12.1152765862859,21.5443469003188,175
"775",14.6779926762207,31.6227766016838,175
"776",14.6779926762207,56.2341325190349,175
"777",17.7827941003892,26.1015721568254,175
"778",21.5443469003188,46.4158883361278,175
"779",31.6227766016838,38.3118684955729,175
"780",38.3118684955729,46.4158883361278,175
"781",10,56.2341325190349,174
"782",10,26.1015721568254,174
"783",12.1152765862859,14.6779926762207,174
"784",12.1152765862859,46.4158883361278,174
"785",14.6779926762207,31.6227766016838,174
"786",17.7827941003892,26.1015721568254,174
"787",17.7827941003892,38.3118684955729,174
"788",21.5443469003188,31.6227766016838,174
"789",21.5443469003188,38.3118684955729,174
"790",46.4158883361278,56.2341325190349,174
"791",10,56.2341325190349,173
"792",10,26.1015721568254,173
"793",12.1152765862859,14.6779926762207,173
"794",12.1152765862859,46.4158883361278,173
"795",14.6779926762207,31.6227766016838,173
"796",17.7827941003892,21.5443469003188,173
"797",17.7827941003892,38.3118684955729,173
"798",21.5443469003188,31.6227766016838,173
"799",26.1015721568254,46.4158883361278,173
"800",38.3118684955729,56.2341325190349,173
"801",10,56.2341325190349,172
"802",10,26.1015721568254,172
"803",12.1152765862859,14.6779926762207,172
"804",12.1152765862859,46.4158883361278,172
"805",14.6779926762207,31.6227766016838,172
"806",17.7827941003892,21.5443469003188,172
"807",17.7827941003892,31.6227766016838,172
"808",21.5443469003188,46.4158883361278,172
"809",26.1015721568254,38.3118684955729,172
"810",38.3118684955729,56.2341325190349,172
"811",10,56.2341325190349,171
"812",10,26.1015721568254,171
"813",12.1152765862859,14.6779926762207,171
"814",12.1152765862859,46.4158883361278,171
"815",14.6779926762207,21.5443469003188,171
"816",17.7827941003892,31.6227766016838,171
"817",17.7827941003892,38.3118684955729,171
"818",21.5443469003188,46.4158883361278,171
"819",26.1015721568254,31.6227766016838,171
"820",38.3118684955729,56.2341325190349,171
"821",10,56.2341325190349,170
"822",10,26.1015721568254,170
"823",12.1152765862859,14.6779926762207,170
"824",12.1152765862859,46.4158883361278,170
"825",14.6779926762207,21.5443469003188,170
"826",17.7827941003892,31.6227766016838,170
"827",17.7827941003892,38.3118684955729,170
"828",21.5443469003188,31.6227766016838,170
"829",26.1015721568254,56.2341325190349,170
"830",38.3118684955729,46.4158883361278,170
"831",10,56.2341325190349,169
"832",10,26.1015721568254,169
"833",12.1152765862859,14.6779926762207,169
"834",12.1152765862859,46.4158883361278,169
"835",14.6779926762207,21.5443469003188,169
"836",17.7827941003892,26.1015721568254,169
"837",17.7827941003892,38.3118684955729,169
"838",21.5443469003188,46.4158883361278,169
"839",31.6227766016838,38.3118684955729,169
"840",31.6227766016838,56.2341325190349,169
"841",10,56.2341325190349,168
"842",10,26.1015721568254,168
"843",12.1152765862859,14.6779926762207,168
"844",12.1152765862859,46.4158883361278,168
"845",14.6779926762207,17.7827941003892,168
"846",17.7827941003892,38.3118684955729,168
"847",21.5443469003188,31.6227766016838,168
"848",21.5443469003188,46.4158883361278,168
"849",26.1015721568254,38.3118684955729,168
"850",31.6227766016838,56.2341325190349,168
"851",10,56.2341325190349,167
"852",10,26.1015721568254,167
"853",12.1152765862859,14.6779926762207,167
"854",12.1152765862859,46.4158883361278,167
"855",14.6779926762207,17.7827941003892,167
"856",17.7827941003892,38.3118684955729,167
"857",21.5443469003188,31.6227766016838,167
"858",21.5443469003188,38.3118684955729,167
"859",26.1015721568254,56.2341325190349,167
"860",31.6227766016838,46.4158883361278,167
"861",10,56.2341325190349,166
"862",10,26.1015721568254,166
"863",12.1152765862859,14.6779926762207,166
"864",12.1152765862859,21.5443469003188,166
"865",14.6779926762207,56.2341325190349,166
"866",17.7827941003892,26.1015721568254,166
"867",17.7827941003892,38.3118684955729,166
"868",21.5443469003188,46.4158883361278,166
"869",31.6227766016838,38.3118684955729,166
"870",31.6227766016838,46.4158883361278,166
"871",10,56.2341325190349,165
"872",10,26.1015721568254,165
"873",12.1152765862859,14.6779926762207,165
"874",12.1152765862859,17.7827941003892,165
"875",14.6779926762207,56.2341325190349,165
"876",17.7827941003892,38.3118684955729,165
"877",21.5443469003188,38.3118684955729,165
"878",21.5443469003188,46.4158883361278,165
"879",26.1015721568254,31.6227766016838,165
"880",31.6227766016838,46.4158883361278,165
"881",10,56.2341325190349,164
"882",10,26.1015721568254,164
"883",12.1152765862859,14.6779926762207,164
"884",12.1152765862859,17.7827941003892,164
"885",14.6779926762207,56.2341325190349,164
"886",17.7827941003892,38.3118684955729,164
"887",21.5443469003188,31.6227766016838,164
"888",21.5443469003188,46.4158883361278,164
"889",26.1015721568254,46.4158883361278,164
"890",31.6227766016838,38.3118684955729,164
"891",10,56.2341325190349,163
"892",10,21.5443469003188,163
"893",12.1152765862859,31.6227766016838,163
"894",12.1152765862859,46.4158883361278,163
"895",14.6779926762207,26.1015721568254,163
"896",14.6779926762207,31.6227766016838,163
"897",17.7827941003892,21.5443469003188,163
"898",17.7827941003892,26.1015721568254,163
"899",38.3118684955729,46.4158883361278,163
"900",38.3118684955729,56.2341325190349,163
"901",10,56.2341325190349,162
"902",10,21.5443469003188,162
"903",12.1152765862859,31.6227766016838,162
"904",12.1152765862859,46.4158883361278,162
"905",14.6779926762207,21.5443469003188,162
"906",14.6779926762207,26.1015721568254,162
"907",17.7827941003892,26.1015721568254,162
"908",17.7827941003892,38.3118684955729,162
"909",31.6227766016838,38.3118684955729,162
"910",46.4158883361278,56.2341325190349,162
"911",10,56.2341325190349,161
"912",10,21.5443469003188,161
"913",12.1152765862859,31.6227766016838,161
"914",12.1152765862859,46.4158883361278,161
"915",14.6779926762207,17.7827941003892,161
"916",14.6779926762207,31.6227766016838,161
"917",17.7827941003892,26.1015721568254,161
"918",21.5443469003188,38.3118684955729,161
"919",26.1015721568254,38.3118684955729,161
"920",46.4158883361278,56.2341325190349,161
"921",10,56.2341325190349,160
"922",10,21.5443469003188,160
"923",12.1152765862859,31.6227766016838,160
"924",12.1152765862859,46.4158883361278,160
"925",14.6779926762207,17.7827941003892,160
"926",14.6779926762207,31.6227766016838,160
"927",17.7827941003892,21.5443469003188,160
"928",26.1015721568254,38.3118684955729,160
"929",26.1015721568254,46.4158883361278,160
"930",38.3118684955729,56.2341325190349,160
"931",10,56.2341325190349,159
"932",10,21.5443469003188,159
"933",12.1152765862859,31.6227766016838,159
"934",12.1152765862859,46.4158883361278,159
"935",14.6779926762207,17.7827941003892,159
"936",14.6779926762207,26.1015721568254,159
"937",17.7827941003892,38.3118684955729,159
"938",21.5443469003188,31.6227766016838,159
"939",26.1015721568254,38.3118684955729,159
"940",46.4158883361278,56.2341325190349,159
"941",10,56.2341325190349,158
"942",10,21.5443469003188,158
"943",12.1152765862859,31.6227766016838,158
"944",12.1152765862859,46.4158883361278,158
"945",14.6779926762207,17.7827941003892,158
"946",14.6779926762207,26.1015721568254,158
"947",17.7827941003892,38.3118684955729,158
"948",21.5443469003188,26.1015721568254,158
"949",31.6227766016838,46.4158883361278,158
"950",38.3118684955729,56.2341325190349,158
"951",10,56.2341325190349,157
"952",10,21.5443469003188,157
"953",12.1152765862859,31.6227766016838,157
"954",12.1152765862859,46.4158883361278,157
"955",14.6779926762207,17.7827941003892,157
"956",14.6779926762207,26.1015721568254,157
"957",17.7827941003892,26.1015721568254,157
"958",21.5443469003188,46.4158883361278,157
"959",31.6227766016838,38.3118684955729,157
"960",38.3118684955729,56.2341325190349,157
"961",10,56.2341325190349,156
"962",10,21.5443469003188,156
"963",12.1152765862859,31.6227766016838,156
"964",12.1152765862859,46.4158883361278,156
"965",14.6779926762207,17.7827941003892,156
"966",14.6779926762207,21.5443469003188,156
"967",17.7827941003892,38.3118684955729,156
"968",26.1015721568254,31.6227766016838,156
"969",26.1015721568254,46.4158883361278,156
"970",38.3118684955729,56.2341325190349,156
"971",10,56.2341325190349,155
"972",10,21.5443469003188,155
"973",12.1152765862859,31.6227766016838,155
"974",12.1152765862859,46.4158883361278,155
"975",14.6779926762207,17.7827941003892,155
"976",14.6779926762207,21.5443469003188,155
"977",17.7827941003892,31.6227766016838,155
"978",26.1015721568254,38.3118684955729,155
"979",26.1015721568254,56.2341325190349,155
"980",38.3118684955729,46.4158883361278,155
"981",10,56.2341325190349,154
"982",10,21.5443469003188,154
"983",12.1152765862859,26.1015721568254,154
"984",12.1152765862859,46.4158883361278,154
"985",14.6779926762207,21.5443469003188,154
"986",14.6779926762207,38.3118684955729,154
"987",17.7827941003892,26.1015721568254,154
"988",17.7827941003892,31.6227766016838,154
"989",31.6227766016838,38.3118684955729,154
"990",46.4158883361278,56.2341325190349,154
"991",10,56.2341325190349,153
"992",10,21.5443469003188,153
"993",12.1152765862859,26.1015721568254,153
"994",12.1152765862859,46.4158883361278,153
"995",14.6779926762207,17.7827941003892,153
"996",14.6779926762207,38.3118684955729,153
"997",17.7827941003892,31.6227766016838,153
"998",21.5443469003188,31.6227766016838,153
"999",26.1015721568254,38.3118684955729,153
"1000",46.4158883361278,56.2341325190349,153
"1001",10,56.2341325190349,152
"1002",10,21.5443469003188,152
"1003",12.1152765862859,26.1015721568254,152
"1004",12.1152765862859,46.4158883361278,152
"1005",14.6779926762207,17.7827941003892,152
"1006",14.6779926762207,38.3118684955729,152
"1007",17.7827941003892,31.6227766016838,152
"1008",21.5443469003188,26.1015721568254,152
"1009",31.6227766016838,46.4158883361278,152
"1010",38.3118684955729,56.2341325190349,152
"1011",10,56.2341325190349,151
"1012",10,21.5443469003188,151
"1013",12.1152765862859,26.1015721568254,151
"1014",12.1152765862859,46.4158883361278,151
"1015",14.6779926762207,17.7827941003892,151
"1016",14.6779926762207,38.3118684955729,151
"1017",17.7827941003892,26.1015721568254,151
"1018",21.5443469003188,31.6227766016838,151
"1019",31.6227766016838,56.2341325190349,151
"1020",38.3118684955729,46.4158883361278,151
"1021",10,56.2341325190349,150
"1022",10,21.5443469003188,150
"1023",12.1152765862859,26.1015721568254,150
"1024",12.1152765862859,46.4158883361278,150
"1025",14.6779926762207,17.7827941003892,150
"1026",14.6779926762207,38.3118684955729,150
"1027",17.7827941003892,21.5443469003188,150
"1028",26.1015721568254,38.3118684955729,150
"1029",31.6227766016838,46.4158883361278,150
"1030",31.6227766016838,56.2341325190349,150
"1031",10,56.2341325190349,149
"1032",10,21.5443469003188,149
"1033",12.1152765862859,26.1015721568254,149
"1034",12.1152765862859,46.4158883361278,149
"1035",14.6779926762207,17.7827941003892,149
"1036",14.6779926762207,26.1015721568254,149
"1037",17.7827941003892,46.4158883361278,149
"1038",21.5443469003188,31.6227766016838,149
"1039",31.6227766016838,38.3118684955729,149
"1040",38.3118684955729,56.2341325190349,149
"1041",10,56.2341325190349,148
"1042",10,21.5443469003188,148
"1043",12.1152765862859,26.1015721568254,148
"1044",12.1152765862859,46.4158883361278,148
"1045",14.6779926762207,17.7827941003892,148
"1046",14.6779926762207,21.5443469003188,148
"1047",17.7827941003892,46.4158883361278,148
"1048",26.1015721568254,38.3118684955729,148
"1049",31.6227766016838,38.3118684955729,148
"1050",31.6227766016838,56.2341325190349,148
"1051",10,56.2341325190349,147
"1052",10,21.5443469003188,147
"1053",12.1152765862859,26.1015721568254,147
"1054",12.1152765862859,31.6227766016838,147
"1055",14.6779926762207,17.7827941003892,147
"1056",14.6779926762207,56.2341325190349,147
"1057",17.7827941003892,26.1015721568254,147
"1058",21.5443469003188,38.3118684955729,147
"1059",31.6227766016838,46.4158883361278,147
"1060",38.3118684955729,46.4158883361278,147
"1061",10,56.2341325190349,146
"1062",10,21.5443469003188,146
"1063",12.1152765862859,21.5443469003188,146
"1064",12.1152765862859,46.4158883361278,146
"1065",14.6779926762207,17.7827941003892,146
"1066",14.6779926762207,38.3118684955729,146
"1067",17.7827941003892,26.1015721568254,146
"1068",26.1015721568254,56.2341325190349,146
"1069",31.6227766016838,38.3118684955729,146
"1070",31.6227766016838,46.4158883361278,146
"1071",10,56.2341325190349,145
"1072",10,21.5443469003188,145
"1073",12.1152765862859,21.5443469003188,145
"1074",12.1152765862859,46.4158883361278,145
"1075",14.6779926762207,17.7827941003892,145
"1076",14.6779926762207,31.6227766016838,145
"1077",17.7827941003892,46.4158883361278,145
"1078",26.1015721568254,31.6227766016838,145
"1079",26.1015721568254,38.3118684955729,145
"1080",38.3118684955729,56.2341325190349,145
"1081",10,56.2341325190349,144
"1082",10,21.5443469003188,144
"1083",12.1152765862859,21.5443469003188,144
"1084",12.1152765862859,26.1015721568254,144
"1085",14.6779926762207,17.7827941003892,144
"1086",14.6779926762207,56.2341325190349,144
"1087",17.7827941003892,46.4158883361278,144
"1088",26.1015721568254,38.3118684955729,144
"1089",31.6227766016838,38.3118684955729,144
"1090",31.6227766016838,46.4158883361278,144
"1091",10,56.2341325190349,143
"1092",10,21.5443469003188,143
"1093",12.1152765862859,17.7827941003892,143
"1094",12.1152765862859,46.4158883361278,143
"1095",14.6779926762207,31.6227766016838,143
"1096",14.6779926762207,38.3118684955729,143
"1097",17.7827941003892,31.6227766016838,143
"1098",21.5443469003188,26.1015721568254,143
"1099",26.1015721568254,38.3118684955729,143
"1100",46.4158883361278,56.2341325190349,143
"1101",10,56.2341325190349,142
"1102",10,21.5443469003188,142
"1103",12.1152765862859,17.7827941003892,142
"1104",12.1152765862859,46.4158883361278,142
"1105",14.6779926762207,31.6227766016838,142
"1106",14.6779926762207,38.3118684955729,142
"1107",17.7827941003892,26.1015721568254,142
"1108",21.5443469003188,38.3118684955729,142
"1109",26.1015721568254,31.6227766016838,142
"1110",46.4158883361278,56.2341325190349,142
"1111",10,56.2341325190349,141
"1112",10,21.5443469003188,141
"1113",12.1152765862859,17.7827941003892,141
"1114",12.1152765862859,46.4158883361278,141
"1115",14.6779926762207,31.6227766016838,141
"1116",14.6779926762207,38.3118684955729,141
"1117",17.7827941003892,26.1015721568254,141
"1118",21.5443469003188,26.1015721568254,141
"1119",31.6227766016838,56.2341325190349,141
"1120",38.3118684955729,46.4158883361278,141
"1121",10,56.2341325190349,140
"1122",10,21.5443469003188,140
"1123",12.1152765862859,17.7827941003892,140
"1124",12.1152765862859,46.4158883361278,140
"1125",14.6779926762207,31.6227766016838,140
"1126",14.6779926762207,38.3118684955729,140
"1127",17.7827941003892,21.5443469003188,140
"1128",26.1015721568254,31.6227766016838,140
"1129",26.1015721568254,46.4158883361278,140
"1130",38.3118684955729,56.2341325190349,140
"1131",10,56.2341325190349,139
"1132",10,21.5443469003188,139
"1133",12.1152765862859,17.7827941003892,139
"1134",12.1152765862859,46.4158883361278,139
"1135",14.6779926762207,26.1015721568254,139
"1136",14.6779926762207,38.3118684955729,139
"1137",17.7827941003892,38.3118684955729,139
"1138",21.5443469003188,31.6227766016838,139
"1139",26.1015721568254,31.6227766016838,139
"1140",46.4158883361278,56.2341325190349,139
"1141",10,56.2341325190349,138
"1142",10,21.5443469003188,138
"1143",12.1152765862859,17.7827941003892,138
"1144",12.1152765862859,46.4158883361278,138
"1145",14.6779926762207,26.1015721568254,138
"1146",14.6779926762207,38.3118684955729,138
"1147",17.7827941003892,21.5443469003188,138
"1148",26.1015721568254,56.2341325190349,138
"1149",31.6227766016838,38.3118684955729,138
"1150",31.6227766016838,46.4158883361278,138
"1151",10,56.2341325190349,137
"1152",10,21.5443469003188,137
"1153",12.1152765862859,17.7827941003892,137
"1154",12.1152765862859,46.4158883361278,137
"1155",14.6779926762207,26.1015721568254,137
"1156",14.6779926762207,31.6227766016838,137
"1157",17.7827941003892,46.4158883361278,137
"1158",21.5443469003188,26.1015721568254,137
"1159",31.6227766016838,38.3118684955729,137
"1160",38.3118684955729,56.2341325190349,137
"1161",10,56.2341325190349,136
"1162",10,21.5443469003188,136
"1163",12.1152765862859,17.7827941003892,136
"1164",12.1152765862859,46.4158883361278,136
"1165",14.6779926762207,26.1015721568254,136
"1166",14.6779926762207,31.6227766016838,136
"1167",17.7827941003892,26.1015721568254,136
"1168",21.5443469003188,56.2341325190349,136
"1169",31.6227766016838,38.3118684955729,136
"1170",38.3118684955729,46.4158883361278,136
"1171",10,56.2341325190349,135
"1172",10,21.5443469003188,135
"1173",12.1152765862859,17.7827941003892,135
"1174",12.1152765862859,46.4158883361278,135
"1175",14.6779926762207,21.5443469003188,135
"1176",14.6779926762207,38.3118684955729,135
"1177",17.7827941003892,31.6227766016838,135
"1178",26.1015721568254,31.6227766016838,135
"1179",26.1015721568254,56.2341325190349,135
"1180",38.3118684955729,46.4158883361278,135
"1181",10,56.2341325190349,134
"1182",10,21.5443469003188,134
"1183",12.1152765862859,17.7827941003892,134
"1184",12.1152765862859,46.4158883361278,134
"1185",14.6779926762207,17.7827941003892,134
"1186",14.6779926762207,38.3118684955729,134
"1187",21.5443469003188,46.4158883361278,134
"1188",26.1015721568254,31.6227766016838,134
"1189",26.1015721568254,38.3118684955729,134
"1190",31.6227766016838,56.2341325190349,134
"1191",10,56.2341325190349,133
"1192",10,21.5443469003188,133
"1193",12.1152765862859,17.7827941003892,133
"1194",12.1152765862859,46.4158883361278,133
"1195",14.6779926762207,17.7827941003892,133
"1196",14.6779926762207,38.3118684955729,133
"1197",21.5443469003188,38.3118684955729,133
"1198",26.1015721568254,31.6227766016838,133
"1199",26.1015721568254,56.2341325190349,133
"1200",31.6227766016838,46.4158883361278,133
"1201",10,56.2341325190349,132
"1202",10,21.5443469003188,132
"1203",12.1152765862859,17.7827941003892,132
"1204",12.1152765862859,46.4158883361278,132
"1205",14.6779926762207,17.7827941003892,132
"1206",14.6779926762207,38.3118684955729,132
"1207",21.5443469003188,31.6227766016838,132
"1208",26.1015721568254,46.4158883361278,132
"1209",26.1015721568254,56.2341325190349,132
"1210",31.6227766016838,38.3118684955729,132
"1211",10,56.2341325190349,131
"1212",10,21.5443469003188,131
"1213",12.1152765862859,17.7827941003892,131
"1214",12.1152765862859,46.4158883361278,131
"1215",14.6779926762207,17.7827941003892,131
"1216",14.6779926762207,31.6227766016838,131
"1217",21.5443469003188,56.2341325190349,131
"1218",26.1015721568254,38.3118684955729,131
"1219",26.1015721568254,46.4158883361278,131
"1220",31.6227766016838,38.3118684955729,131
"1221",10,56.2341325190349,130
"1222",10,21.5443469003188,130
"1223",12.1152765862859,17.7827941003892,130
"1224",12.1152765862859,31.6227766016838,130
"1225",14.6779926762207,31.6227766016838,130
"1226",14.6779926762207,56.2341325190349,130
"1227",17.7827941003892,21.5443469003188,130
"1228",26.1015721568254,38.3118684955729,130
"1229",26.1015721568254,46.4158883361278,130
"1230",38.3118684955729,46.4158883361278,130
"1231",10,56.2341325190349,129
"1232",10,21.5443469003188,129
"1233",12.1152765862859,17.7827941003892,129
"1234",12.1152765862859,31.6227766016838,129
"1235",14.6779926762207,26.1015721568254,129
"1236",14.6779926762207,56.2341325190349,129
"1237",17.7827941003892,38.3118684955729,129
"1238",21.5443469003188,26.1015721568254,129
"1239",31.6227766016838,46.4158883361278,129
"1240",38.3118684955729,46.4158883361278,129
"1241",10,56.2341325190349,128
"1242",10,21.5443469003188,128
"1243",12.1152765862859,17.7827941003892,128
"1244",12.1152765862859,31.6227766016838,128
"1245",14.6779926762207,26.1015721568254,128
"1246",14.6779926762207,56.2341325190349,128
"1247",17.7827941003892,26.1015721568254,128
"1248",21.5443469003188,46.4158883361278,128
"1249",31.6227766016838,38.3118684955729,128
"1250",38.3118684955729,46.4158883361278,128
"1251",10,56.2341325190349,127
"1252",10,21.5443469003188,127
"1253",12.1152765862859,17.7827941003892,127
"1254",12.1152765862859,31.6227766016838,127
"1255",14.6779926762207,21.5443469003188,127
"1256",14.6779926762207,56.2341325190349,127
"1257",17.7827941003892,38.3118684955729,127
"1258",26.1015721568254,31.6227766016838,127
"1259",26.1015721568254,46.4158883361278,127
"1260",38.3118684955729,46.4158883361278,127
"1261",10,56.2341325190349,126
"1262",10,21.5443469003188,126
"1263",12.1152765862859,17.7827941003892,126
"1264",12.1152765862859,31.6227766016838,126
"1265",14.6779926762207,17.7827941003892,126
"1266",14.6779926762207,56.2341325190349,126
"1267",21.5443469003188,46.4158883361278,126
"1268",26.1015721568254,38.3118684955729,126
"1269",26.1015721568254,46.4158883361278,126
"1270",31.6227766016838,38.3118684955729,126
"1271",10,56.2341325190349,125
"1272",10,21.5443469003188,125
"1273",12.1152765862859,17.7827941003892,125
"1274",12.1152765862859,26.1015721568254,125
"1275",14.6779926762207,38.3118684955729,125
"1276",14.6779926762207,56.2341325190349,125
"1277",17.7827941003892,31.6227766016838,125
"1278",21.5443469003188,26.1015721568254,125
"1279",31.6227766016838,46.4158883361278,125
"1280",38.3118684955729,46.4158883361278,125
"1281",10,56.2341325190349,124
"1282",10,21.5443469003188,124
"1283",12.1152765862859,17.7827941003892,124
"1284",12.1152765862859,26.1015721568254,124
"1285",14.6779926762207,38.3118684955729,124
"1286",14.6779926762207,56.2341325190349,124
"1287",17.7827941003892,21.5443469003188,124
"1288",26.1015721568254,46.4158883361278,124
"1289",31.6227766016838,38.3118684955729,124
"1290",31.6227766016838,46.4158883361278,124
"1291",10,56.2341325190349,123
"1292",10,21.5443469003188,123
"1293",12.1152765862859,17.7827941003892,123
"1294",12.1152765862859,26.1015721568254,123
"1295",14.6779926762207,26.1015721568254,123
"1296",14.6779926762207,56.2341325190349,123
"1297",17.7827941003892,46.4158883361278,123
"1298",21.5443469003188,31.6227766016838,123
"1299",31.6227766016838,38.3118684955729,123
"1300",38.3118684955729,46.4158883361278,123
"1301",10,56.2341325190349,122
"1302",10,21.5443469003188,122
"1303",12.1152765862859,17.7827941003892,122
"1304",12.1152765862859,21.5443469003188,122
"1305",14.6779926762207,31.6227766016838,122
"1306",14.6779926762207,56.2341325190349,122
"1307",17.7827941003892,46.4158883361278,122
"1308",26.1015721568254,31.6227766016838,122
"1309",26.1015721568254,38.3118684955729,122
"1310",38.3118684955729,46.4158883361278,122
"1311",10,56.2341325190349,121
"1312",10,21.5443469003188,121
"1313",12.1152765862859,14.6779926762207,121
"1314",12.1152765862859,46.4158883361278,121
"1315",14.6779926762207,38.3118684955729,121
"1316",17.7827941003892,26.1015721568254,121
"1317",17.7827941003892,38.3118684955729,121
"1318",21.5443469003188,26.1015721568254,121
"1319",31.6227766016838,46.4158883361278,121
"1320",31.6227766016838,56.2341325190349,121
"1321",10,56.2341325190349,120
"1322",10,21.5443469003188,120
"1323",12.1152765862859,14.6779926762207,120
"1324",12.1152765862859,46.4158883361278,120
"1325",14.6779926762207,38.3118684955729,120
"1326",17.7827941003892,26.1015721568254,120
"1327",17.7827941003892,31.6227766016838,120
"1328",21.5443469003188,46.4158883361278,120
"1329",26.1015721568254,31.6227766016838,120
"1330",38.3118684955729,56.2341325190349,120
"1331",10,56.2341325190349,119
"1332",10,21.5443469003188,119
"1333",12.1152765862859,14.6779926762207,119
"1334",12.1152765862859,46.4158883361278,119
"1335",14.6779926762207,38.3118684955729,119
"1336",17.7827941003892,26.1015721568254,119
"1337",17.7827941003892,31.6227766016838,119
"1338",21.5443469003188,31.6227766016838,119
"1339",26.1015721568254,56.2341325190349,119
"1340",38.3118684955729,46.4158883361278,119
"1341",10,56.2341325190349,118
"1342",10,21.5443469003188,118
"1343",12.1152765862859,14.6779926762207,118
"1344",12.1152765862859,46.4158883361278,118
"1345",14.6779926762207,38.3118684955729,118
"1346",17.7827941003892,21.5443469003188,118
"1347",17.7827941003892,31.6227766016838,118
"1348",26.1015721568254,38.3118684955729,118
"1349",26.1015721568254,56.2341325190349,118
"1350",31.6227766016838,46.4158883361278,118
"1351",10,56.2341325190349,117
"1352",10,21.5443469003188,117
"1353",12.1152765862859,14.6779926762207,117
"1354",12.1152765862859,46.4158883361278,117
"1355",14.6779926762207,31.6227766016838,117
"1356",17.7827941003892,31.6227766016838,117
"1357",17.7827941003892,46.4158883361278,117
"1358",21.5443469003188,26.1015721568254,117
"1359",26.1015721568254,38.3118684955729,117
"1360",38.3118684955729,56.2341325190349,117
"1361",10,56.2341325190349,116
"1362",10,21.5443469003188,116
"1363",12.1152765862859,14.6779926762207,116
"1364",12.1152765862859,46.4158883361278,116
"1365",14.6779926762207,31.6227766016838,116
"1366",17.7827941003892,26.1015721568254,116
"1367",17.7827941003892,46.4158883361278,116
"1368",21.5443469003188,38.3118684955729,116
"1369",26.1015721568254,31.6227766016838,116
"1370",38.3118684955729,56.2341325190349,116
"1371",10,56.2341325190349,115
"1372",10,21.5443469003188,115
"1373",12.1152765862859,14.6779926762207,115
"1374",12.1152765862859,46.4158883361278,115
"1375",14.6779926762207,31.6227766016838,115
"1376",17.7827941003892,26.1015721568254,115
"1377",17.7827941003892,31.6227766016838,115
"1378",21.5443469003188,56.2341325190349,115
"1379",26.1015721568254,38.3118684955729,115
"1380",38.3118684955729,46.4158883361278,115
"1381",10,56.2341325190349,114
"1382",10,21.5443469003188,114
"1383",12.1152765862859,14.6779926762207,114
"1384",12.1152765862859,46.4158883361278,114
"1385",14.6779926762207,26.1015721568254,114
"1386",17.7827941003892,38.3118684955729,114
"1387",17.7827941003892,46.4158883361278,114
"1388",21.5443469003188,31.6227766016838,114
"1389",26.1015721568254,31.6227766016838,114
"1390",38.3118684955729,56.2341325190349,114
"1391",10,56.2341325190349,113
